户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,单价,地铁,地铁距离,总价
4室2厅2卫,145.0,南北,高层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,16000.0,6号线,1097米,232.0
2室2厅1卫,78.45,南北,中层,中装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10045.0,5号线,501米,78.8
2室1厅1卫,77.28,南,高层,中装修,2018,有,商品房,普通住宅,平层,板楼,洪山,10041.0,5号线,501米,77.6
2室2厅1卫,73.47,南,中层,中装修,2016,有,商品房,普通住宅,平层,板楼,洪山,10344.0,5号线,549米,76.0
3室2厅2卫,107.0,南,高层,精装修,2021,有,商品房,普通住宅,平层,板楼,洪山,12710.0,5号线,309米,136.0
3室2厅2卫,142.18,南北,低层,毛坯,2020,有,商品房,普通住宅,平层,板楼,江汉,28485.0,3号线,796米,405.0
2室2厅1卫,77.3,南,低层,中装修,2016,有,商品房,普通住宅,平层,板楼,洪山,10996.0,5号线,501米,85.0
3室2厅1卫,100.97,东南,中层,毛坯,2019,有,商品房,普通住宅,平层,板楼,洪山,10102.0,5号线,824米,102.0
3室2厅2卫,120.11,南,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,10823.0,6号线,345米,130.0
2室2厅1卫,78.38,东南,中层,精装修,2018,有,商品房,普通住宅,平层,板楼,洪山,10066.0,5号线,501米,78.9
4室2厅1卫,136.41,南北,高层,中装修,2018,有,商品房,普通住宅,平层,板楼,洪山,10117.0,5号线,501米,138.0
2室2厅1卫,82.38,东南,高层,精装修,2018,有,商品房,普通住宅,平层,板楼,洪山,9832.0,5号线,549米,81.0
2室2厅1卫,80.08,南北,中层,精装修,2018,有,商品房,普通住宅,平层,板楼,洪山,10365.0,5号线,640米,83.0
2室2厅1卫,82.07,南,中层,精装修,2018,有,商品房,普通住宅,平层,板楼,洪山,9991.0,5号线,549米,82.0
3室2厅2卫,149.78,南北,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,武昌,32381.0,4号线,639米,485.0
5室2厅3卫,290.73,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,41275.0,5号线,450米,1200.0
4室2厅2卫,128.0,南北,高层,毛坯,2020,有,商品房,普通住宅,平层,板楼,汉阳,15625.0,6号线,1097米,200.0
3室2厅1卫,114.74,南北,高层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,10807.0,5号线,405米,124.0
3室2厅1卫,104.03,南,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,江岸,16341.0,8号线,745米,170.0
3室2厅1卫,110.51,南,高层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,9954.0,5号线,584米,110.0
5室2厅4卫,366.01,南北,高层,毛坯,2016,有,商品房,普通住宅,平层,板楼,江汉,22677.0,3号线,540米,830.0
3室2厅1卫,110.27,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,10792.0,6号线,1097米,119.0
4室2厅2卫,170.0,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,23412.0,3号线,1057米,398.0
3室2厅1卫,136.94,南,高层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,11538.0,5号线,309米,158.0
3室2厅2卫,105.69,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,11165.0,6号线,1097米,118.0
3室2厅1卫,96.86,南,中层,中装修,2017,有,商品房,普通住宅,平层,板楼,洪山,11563.0,5号线,584米,112.0
4室2厅2卫,128.0,南北,底层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,14063.0,6号线,1097米,180.0
4室2厅2卫,159.72,南北,中层,毛坯,2023,有,商品房,普通住宅,平层,板楼,汉阳,11833.0,6号线,1097米,189.0
2室2厅1卫,77.07,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,12586.0,5号线,309米,97.0
3室2厅1卫,111.4,南,高层,简装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10144.0,5号线,640米,113.0
3室2厅1卫,154.14,西南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,50603.0,1号线,506米,780.0
3室2厅2卫,137.0,南北,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,汉阳,12628.0,4号线,1086米,173.0
3室2厅1卫,94.88,东南,高层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,11804.0,5号线,309米,112.0
3室2厅1卫,100.48,南,低层,精装修,2021,有,商品房,普通住宅,平层,板楼,洪山,13535.0,5号线,309米,136.0
4室2厅1卫,254.79,南北,低层,精装修,2016,有,商品房,普通住宅,平层,板楼,武昌,26689.0,4号线,830米,680.0
3室2厅1卫,123.3,南北,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,10057.0,5号线,217米,124.0
3室2厅1卫,87.87,南北,高层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,10186.0,5号线,549米,89.5
3室2厅2卫,125.0,南北,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,汉阳,12400.0,6号线,345米,155.0
2室2厅1卫,77.18,南北,高层,精装修,2018,有,商品房,普通住宅,平层,板楼,洪山,11920.0,5号线,309米,92.0
3室1厅1卫,89.79,南北,高层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,10135.0,5号线,598米,91.0
3室2厅1卫,118.98,东,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,10758.0,5号线,405米,128.0
3室2厅1卫,101.54,南,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,洪山,11720.0,5号线,309米,119.0
2室2厅1卫,77.12,南,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,12318.0,5号线,309米,95.0
2室2厅1卫,76.1,南,高层,中装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10118.0,5号线,640米,77.0
3室2厅1卫,109.77,南,高层,中装修,2017,有,商品房,普通住宅,平层,板楼,洪山,10476.0,5号线,499米,115.0
3室2厅1卫,99.23,南,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,9674.0,5号线,584米,96.0
3室2厅1卫,88.67,东南,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10714.0,5号线,640米,95.0
3室2厅2卫,102.0,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,12745.0,6号线,1097米,130.0
2室2厅1卫,77.35,南北,高层,精装修,2016,有,商品房,普通住宅,平层,板楼,洪山,10989.0,5号线,501米,85.0
3室2厅1卫,114.75,南北,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,洪山,10893.0,5号线,824米,125.0
3室2厅1卫,97.01,东南,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,13195.0,5号线,309米,128.0
3室2厅1卫,115.21,南北,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10069.0,5号线,640米,116.0
2室2厅1卫,77.3,南北,低层,中装修,2018,有,商品房,普通住宅,平层,板楼,洪山,10091.0,5号线,501米,78.0
2室2厅1卫,73.47,南北,高层,中装修,2015,有,商品房,普通住宅,平层,板楼,洪山,10344.0,5号线,549米,76.0
3室2厅2卫,99.0,南,高层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,11919.0,6号线,1097米,118.0
3室2厅1卫,126.4,东南,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,11551.0,5号线,309米,146.0
3室2厅1卫,95.82,南,中层,精装修,2016,有,商品房,普通住宅,平层,板楼,洪山,9706.0,5号线,584米,93.0
4室2厅2卫,171.63,南北,中层,精装修,2023,有,商品房,普通住宅,平层,板楼,武昌,33794.0,5号线,450米,580.0
4室2厅2卫,306.0,南,中层,中装修,2016,有,商品房,普通住宅,平层,板楼,武昌,41176.0,4号线,830米,1260.0
2室2厅1卫,87.35,南北,低层,精装修,2014,有,商品房,普通住宅,平层,板楼,洪山,8930.0,5号线,682米,78.0
3室2厅1卫,109.81,南北,中层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,10108.0,5号线,598米,111.0
3室2厅1卫,109.5,南北,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,12055.0,5号线,309米,132.0
3室2厅1卫,88.24,南北,低层,精装修,2018,有,商品房,普通住宅,平层,板楼,洪山,10041.0,5号线,501米,88.6
3室2厅1卫,123.73,南北,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,11072.0,5号线,405米,137.0
3室2厅1卫,98.19,南,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,9879.0,5号线,584米,97.0
3室2厅1卫,97.23,南北,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,12445.0,5号线,405米,121.0
3室2厅1卫,89.15,东南,低层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,10084.0,5号线,501米,89.9
3室1厅1卫,86.67,南北,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,9923.0,5号线,584米,86.0
3室2厅1卫,102.84,南,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10113.0,5号线,824米,104.0
3室2厅1卫,89.12,南北,中层,精装修,2015,有,商品房,普通住宅,平层,板楼,洪山,10323.0,5号线,549米,92.0
5室2厅4卫,311.25,南北,低层,毛坯,2022,有,商品房,普通住宅,平层,板楼,武昌,26667.0,5号线,154米,830.0
3室2厅1卫,131.4,西南,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,11035.0,5号线,405米,145.0
3室2厅1卫,129.31,南北,高层,中装修,2019,有,商品房,普通住宅,平层,板楼,洪山,14616.0,5号线,309米,189.0
3室2厅2卫,120.11,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,10823.0,6号线,345米,130.0
2室1厅1卫,79.09,东南,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10494.0,5号线,640米,83.0
3室1厅1卫,87.6,北,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,9932.0,5号线,584米,87.0
3室2厅2卫,99.0,南,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,11919.0,6号线,1097米,118.0
3室2厅1卫,100.57,南,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,9844.0,5号线,584米,99.0
4室2厅3卫,143.0,南北,底层,毛坯,2021,有,商品房,普通住宅,平层,板楼,沌口,17832.0,3号线,1102米,255.0
3室2厅1卫,93.43,南,高层,精装修,2016,有,商品房,普通住宅,平层,板楼,洪山,10489.0,5号线,549米,98.0
3室1厅1卫,81.82,南,高层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10022.0,5号线,584米,82.0
4室2厅1卫,135.35,南,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,9974.0,5号线,824米,135.0
2室2厅1卫,90.67,南北,高层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10478.0,5号线,640米,95.0
4室2厅3卫,211.0,南北,中层,毛坯,2023,有,商品房,普通住宅,平层,板楼,武昌,39336.0,5号线,450米,830.0
3室1厅1卫,84.33,南,低层,精装修,2016,有,商品房,普通住宅,平层,板楼,洪山,9724.0,5号线,584米,82.0
3室2厅1卫,128.82,南北,中层,中装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10790.0,5号线,499米,139.0
3室2厅1卫,95.77,东南,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10859.0,5号线,405米,104.0
3室2厅1卫,92.02,南北,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,9998.0,5号线,584米,92.0
3室2厅1卫,104.98,南北,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10192.0,5号线,640米,107.0
3室2厅2卫,129.04,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,10074.0,6号线,345米,130.0
3室2厅1卫,113.09,南,中层,毛坯,2019,有,商品房,普通住宅,平层,板楼,洪山,9992.0,5号线,584米,113.0
2室2厅1卫,73.47,南,高层,精装修,2016,有,商品房,普通住宅,平层,板楼,洪山,10208.0,5号线,549米,75.0
3室2厅1卫,123.55,南北,高层,中装修,2019,有,商品房,普通住宅,平层,板楼,洪山,12141.0,5号线,309米,150.0
2室2厅1卫,77.35,南北,高层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,10472.0,5号线,501米,81.0
3室2厅1卫,141.79,西南,中层,精装修,2014,有,商品房,普通住宅,平层,板楼,江岸,44432.0,1号线,506米,630.0
3室2厅1卫,93.75,南,低层,精装修,2016,有,商品房,普通住宅,平层,板楼,洪山,10347.0,5号线,549米,97.0
3室1厅1卫,98.19,南,高层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,10490.0,5号线,584米,103.0
2室2厅1卫,74.47,东南,高层,中装修,2016,有,商品房,普通住宅,平层,板楼,洪山,9668.0,5号线,584米,72.0
5室2厅4卫,311.25,南北,低层,毛坯,2022,有,商品房,普通住宅,平层,板楼,武昌,27309.0,5号线,154米,850.0
2室1厅1卫,77.3,南,高层,中装修,2016,有,商品房,普通住宅,平层,板楼,洪山,10867.0,5号线,501米,84.0
2室2厅1卫,77.3,东南,高层,精装修,2016,有,商品房,普通住宅,平层,板楼,洪山,10996.0,5号线,501米,85.0
2室1厅1卫,81.09,东南,高层,精装修,2016,有,商品房,普通住宅,平层,板楼,洪山,10482.0,5号线,549米,85.0
3室2厅1卫,92.56,南北,高层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,9939.0,5号线,549米,92.0
3室2厅1卫,118.98,南,中层,中装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10926.0,5号线,405米,130.0
2室2厅1卫,77.24,南北,高层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,12688.0,5号线,309米,98.0
3室2厅1卫,88.29,南,中层,中装修,2020,有,商品房,普通住宅,平层,板楼,洪山,11666.0,5号线,405米,103.0
4室2厅2卫,132.0,南北,高层,毛坯,2021,有,商品房,普通住宅,平层,板楼,沌口,10227.0,3号线,1102米,135.0
4室2厅2卫,141.5,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,15548.0,无,无,220.0
3室2厅1卫,86.44,南北,低层,简装修,2019,有,商品房,普通住宅,平层,板楼,洪山,9949.0,5号线,584米,86.0
2室2厅1卫,64.76,南,高层,精装修,2018,有,商品房,普通住宅,平层,板楼,洪山,10037.0,5号线,549米,65.0
3室2厅1卫,94.3,南北,中层,精装修,2014,有,商品房,普通住宅,平层,板楼,洪山,7317.0,5号线,682米,69.0
3室2厅2卫,120.0,南北,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,汉阳,11667.0,4号线,1086米,140.0
3室2厅1卫,95.77,东南,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,10755.0,5号线,405米,103.0
2室2厅1卫,72.83,南,高层,简装修,2016,有,商品房,普通住宅,平层,板楼,洪山,10298.0,5号线,549米,75.0
2室2厅1卫,72.83,南,中层,中装修,2016,有,商品房,普通住宅,平层,板楼,洪山,10435.0,5号线,549米,76.0
3室2厅2卫,116.2,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,沌口,10327.0,3号线,1102米,120.0
3室2厅1卫,123.49,南北,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,11580.0,5号线,309米,143.0
4室2厅1卫,261.76,南,高层,精装修,2014,有,商品房,普通住宅,平层,板楼,江岸,45844.0,1号线,506米,1200.0
3室2厅1卫,107.65,南,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,10497.0,5号线,499米,113.0
3室2厅1卫,98.36,南,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,10675.0,5号线,499米,105.0
2室1厅1卫,78.38,南北,中层,精装修,2015,有,商品房,普通住宅,平层,板楼,洪山,10972.0,5号线,501米,86.0
3室2厅1卫,96.47,南,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,13165.0,5号线,309米,127.0
3室2厅1卫,125.37,南北,中层,中装修,2019,有,商品房,普通住宅,平层,板楼,洪山,12044.0,5号线,309米,151.0
2室1厅1卫,92.25,南,低层,简装修,2018,有,商品房,普通住宅,平层,板楼,洪山,10515.0,5号线,640米,97.0
3室2厅1卫,107.53,东南,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,12090.0,5号线,309米,130.0
4室2厅1卫,306.54,南北,中层,精装修,2016,有,商品房,普通住宅,平层,板楼,武昌,45019.0,4号线,830米,1380.0
4室1厅1卫,185.97,南,中层,毛坯,2016,有,商品房,普通住宅,平层,板楼,江汉,20433.0,2号线,719米,380.0
4室2厅2卫,134.0,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,15970.0,6号线,1097米,214.0
3室1厅1卫,84.15,南,低层,精装修,2016,有,商品房,普通住宅,平层,板楼,洪山,9745.0,5号线,584米,82.0
3室2厅2卫,138.55,西北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,43306.0,5号线,450米,600.0
3室2厅1卫,88.29,南,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10873.0,5号线,405米,96.0
3室2厅1卫,89.52,东南,高层,精装修,2018,有,商品房,普通住宅,平层,板楼,洪山,10389.0,5号线,640米,93.0
2室1厅1卫,89.85,南北,中层,精装修,2014,有,商品房,普通住宅,平层,板楼,洪山,6900.0,5号线,682米,62.0
2室2厅1卫,75.57,南,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10586.0,5号线,640米,80.0
3室2厅1卫,130.23,南北,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,11748.0,5号线,309米,153.0
3室2厅1卫,91.0,东南,中层,精装修,2016,有,商品房,普通住宅,平层,板楼,洪山,9670.0,5号线,584米,88.0
3室2厅2卫,99.32,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,11881.0,6号线,1097米,118.0
3室2厅2卫,144.19,南,顶层,中装修,2016,有,商品房,普通住宅,平层,板楼,江汉,28781.0,7号线,608米,415.0
3室2厅1卫,126.47,南,低层,中装修,2022,有,商品房,普通住宅,平层,板楼,洪山,11702.0,5号线,309米,148.0
4室2厅2卫,132.18,南北,低层,毛坯,2018,有,商品房,普通住宅,平层,板楼,汉阳,12710.0,6号线,345米,168.0
4室2厅3卫,190.56,南北,中层,精装修,2023,有,商品房,普通住宅,平层,板楼,江汉,25189.0,3号线,1057米,480.0
3室2厅1卫,110.29,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,15686.0,无,无,173.0
3室2厅1卫,96.86,南,低层,中装修,2016,有,商品房,普通住宅,平层,板楼,洪山,9705.0,5号线,584米,94.0
3室2厅1卫,129.6,东南,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,11574.0,5号线,309米,150.0
2室1厅1卫,77.3,南,中层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,10479.0,5号线,501米,81.0
3室1厅1卫,97.23,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,13576.0,5号线,405米,132.0
3室2厅1卫,89.88,南北,中层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,10236.0,5号线,598米,92.0
3室2厅1卫,96.47,南,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,11921.0,5号线,309米,115.0
4室2厅1卫,147.92,南北,低层,中装修,2021,有,商品房,普通住宅,平层,板楼,洪山,10749.0,无,无,159.0
4室2厅1卫,239.3,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,35520.0,3号线,796米,850.0
