户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,单价,地铁,地铁距离,总价
3室1厅1卫,97.1平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,6694元/平米,无,无,65.0
3室2厅1卫,123.18平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,15019元/平米,2号线,800米,185.0
3室2厅2卫,109平米,南北,中层,精装修,2022年,有,个人产权,个人产权,,板楼,硚口,10092元/平米,无,无,110.0
3室2厅1卫,92平米,南北,中层,精装修,2020年,有,个人产权,个人产权,平层,板楼,硚口,11630元/平米,无,无,107.0
4室2厅2卫,140.45平米,南北,中层,精装修,2020年,有,个人产权,个人产权,平层,板楼,汉阳,17088元/平米,4号线,217米,240.0
3室2厅1卫,90.32平米,南北,高层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,9743元/平米,11号线,932米,88.0
3室2厅1卫,103.65平米,南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,7815元/平米,无,无,81.0
5室2厅3卫,366平米,,,毛坯,2018年,,,独栋,,,武汉周边,5464元/平米,无,无,200.0
3室2厅1卫,132.78平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,8284元/平米,无,无,110.0
4室2厅1卫,143.36平米,南北,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,10812元/平米,2号线,902米,155.0
4室2厅3卫,258.96平米,西南,中层,精装修,2014年,有,商品房,普通住宅,平层,,武昌,25487元/平米,4号线,830米,660.0
2室2厅3卫,140平米,,,毛坯,2018年,,,独栋,,,武汉周边,4857元/平米,无,无,68.0
3室2厅2卫,115平米,南,底层,简装修,2023年,有,商品房,普通住宅,平层,板楼,江岸,7826元/平米,21号线,453米,90.0
3室2厅1卫,108.06平米,南,中层,精装修,2022年,有,商品房,普通住宅,平层,板楼,东湖高新区,14436元/平米,无,无,156.0
4室2厅2卫,189.16平米,,,毛坯,2021年,,,独栋,,,蔡甸,17446元/平米,无,无,330.0
3室1厅1卫,97.89平米,南,高层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东西湖,7049元/平米,无,无,69.0
3室2厅2卫,107平米,南北,中层,简装修,2022年,有,商品房,普通住宅,平层,板楼,东西湖,7477元/平米,2号线,202米,80.0
4室2厅1卫,140.74平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,16555元/平米,无,无,233.0
3室2厅1卫,118.42平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,13765元/平米,11号线,721米,163.0
3室2厅1卫,95.23平米,东南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,8401元/平米,无,无,80.0
3室2厅1卫,126.91平米,南北,高层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东西湖,7486元/平米,无,无,95.0
4室2厅3卫,204平米,,,毛坯,2021年,,,独栋,,,武汉周边,4167元/平米,无,无,85.0
2室2厅1卫,89.46平米,南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,11178元/平米,8号线,717米,100.0
4室1厅2卫,127.5平米,南北,高层,简装修,1999年,有,商品房,普通住宅,平层,板楼,武昌,14510元/平米,7号线,1036米,185.0
3室2厅2卫,136.59平米,东南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,16077元/平米,无,无,219.6
3室2厅1卫,116.93平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,20183元/平米,7号线,407米,236.0
3室2厅1卫,97.1平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,9063元/平米,无,无,88.0
3室1厅1卫,104.37平米,南,中层,精装修,,有,商品房,普通住宅,平层,板楼,洪山,10539元/平米,5号线,1030米,110.0
4室2厅3卫,230平米,南北,低层,毛坯,2018年,有,商品房,普通住宅,平层,板楼,东湖高新区,16522元/平米,无,无,380.0
3室2厅1卫,99平米,南北,低层,简装修,2022年,有,商品房,普通住宅,平层,板楼,青山,15152元/平米,5号线,606米,150.0
3室2厅2卫,114.07平米,南,中层,毛坯,2019年,有,商品房,普通住宅,平层,板楼,洪山,7452元/平米,无,无,85.0
2室2厅1卫,88.36平米,南,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,9959元/平米,无,无,88.0
3室2厅2卫,112平米,南,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,16964元/平米,2号线,1054米,190.0
3室2厅1卫,112.35平米,北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,6676元/平米,无,无,75.0
2室2厅1卫,91.35平米,东南,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,11253元/平米,无,无,102.8
3室2厅2卫,135.22平米,南北,低层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,江岸,29951元/平米,1号线,61米,405.0
3室2厅1卫,91.39平米,南北,低层,中装修,2016年,有,商品房,普通住宅,平层,板楼,东湖高新区,10942元/平米,无,无,100.0
5室2厅3卫,246.61平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,10948元/平米,8号线,967米,270.0
3室2厅1卫,92平米,南北,中层,精装修,2020年,有,个人产权,个人产权,平层,板楼,硚口,11630元/平米,无,无,107.0
3室2厅1卫,126.91平米,南北,高层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东西湖,7486元/平米,无,无,95.0
3室2厅1卫,126.32平米,南北,中层,精装修,2020年,有,商品房,普通住宅,平层,板楼,东湖高新区,14962元/平米,11号线,739米,189.0
4室2厅1卫,180.3平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,19856元/平米,5号线,548米,358.0
3室2厅1卫,89.29平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,7000元/平米,无,无,62.5
2室2厅1卫,85.7平米,南,中层,简装修,2005年,有,商品房,普通住宅,平层,板楼,武昌,18670元/平米,7号线,613米,160.0
4室2厅3卫,204平米,,,毛坯,2021年,,,独栋,,,武汉周边,4167元/平米,无,无,85.0
2室2厅1卫,88.36平米,南,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,9959元/平米,无,无,88.0
3室2厅1卫,134.4平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,33482元/平米,4号线,562米,450.0
3室2厅2卫,128平米,南北,低层,精装修,2020年,有,商品房,普通住宅,平层,板楼,武汉周边,3047元/平米,无,无,39.0
5室2厅1卫,139.87平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,39680元/平米,4号线,443米,555.0
3室2厅2卫,123.01平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,18291元/平米,无,无,225.0
3室2厅1卫,90.27平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,13847元/平米,无,无,125.0
3室2厅1卫,91.05平米,南北,高层,中装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,16474元/平米,7号线,485米,150.0
3室2厅2卫,107平米,南北,中层,简装修,2022年,有,商品房,普通住宅,平层,板楼,东西湖,7477元/平米,2号线,202米,80.0
2室2厅3卫,140平米,,,毛坯,2018年,,,独栋,,,武汉周边,4857元/平米,无,无,68.0
3室2厅1卫,121.47平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,18111元/平米,5号线,820米,220.0
3室2厅3卫,150平米,,,毛坯,2018年,,,独栋,,,武汉周边,6133元/平米,无,无,92.0
3室2厅1卫,108.06平米,南,中层,精装修,2022年,有,商品房,普通住宅,平层,板楼,东湖高新区,14436元/平米,无,无,156.0
3室1厅1卫,95.72平米,东,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,8253元/平米,无,无,79.0
3室2厅1卫,107.03平米,南北,低层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东西湖,7783元/平米,无,无,83.3
3室1厅1卫,82.76平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,19091元/平米,无,无,158.0
2室2厅1卫,96.52平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,8268元/平米,无,无,79.8
1室1厅1卫,38.91平米,南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,31354元/平米,7号线,576米,122.0
3室2厅1卫,111.17平米,南,低层,精装修,2016年,有,商品房,普通住宅,平层,板楼,硚口,12593元/平米,1号线,715米,140.0
3室1厅1卫,97.89平米,南,高层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东西湖,7457元/平米,无,无,73.0
2室2厅1卫,72.33平米,北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,14517元/平米,无,无,105.0
3室2厅2卫,113.2平米,南,高层,精装修,2014年,有,商品房,普通住宅,平层,板楼,洪山,17226元/平米,无,无,195.0
3室2厅2卫,107平米,南北,高层,毛坯,2022年,有,个人产权,个人产权,平层,板楼,东西湖,8411元/平米,无,无,90.0
3室1厅1卫,71.28平米,南,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,11223元/平米,2号线,803米,80.0
3室2厅2卫,119平米,南北,中层,简装修,2020年,有,个人产权,个人产权,,板楼,硚口,18992元/平米,1号线,338米,226.0
4室2厅2卫,160.88平米,南北,中层,精装修,2020年,有,个人产权,个人产权,平层,板楼,江汉,19020元/平米,6号线,498米,306.0
4室2厅2卫,140平米,东南,中层,毛坯,2025年,有,个人产权,个人产权,平层,板楼,洪山,10714元/平米,无,无,150.0
2室2厅1卫,97.99平米,南,中层,简装修,1998年,有,个人产权,个人产权,平层,板楼,江岸,15818元/平米,1号线,591米,155.0
2室2厅1卫,83.7平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,13381元/平米,无,无,112.0
3室2厅1卫,157.27平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,33700元/平米,4号线,562米,530.0
3室2厅1卫,126.27平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,12909元/平米,2号线,411米,163.0
3室2厅1卫,93.09平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,12246元/平米,2号线,777米,114.0
2室2厅1卫,83.71平米,南,高层,精装修,2016年,有,商品房,普通住宅,平层,板楼,东湖高新区,12543元/平米,2号线,855米,105.0
2室1厅1卫,53.11平米,南北,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,21088元/平米,1号线,302米,112.0
3室2厅1卫,91.44平米,南,低层,精装修,2006年,有,商品房,普通住宅,平层,,武昌,15857元/平米,5号线,646米,145.0
3室2厅2卫,121.19平米,南北,中层,毛坯,2019年,有,商品房,普通住宅,平层,板楼,东湖高新区,19639元/平米,2号线,633米,238.0
3室2厅1卫,118.5平米,南北,高层,精装修,2019年,有,商品房,普通住宅,平层,,洪山,16456元/平米,无,无,195.0
2室2厅2卫,135平米,东南,底层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,25556元/平米,1号线,399米,345.0
3室2厅2卫,126平米,东南,中层,毛坯,2024年,有,个人产权,个人产权,平层,板楼,洪山,14206元/平米,无,无,179.0
4室2厅1卫,144.09平米,东南,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,7287元/平米,6号线,638米,105.0
3室2厅1卫,90.63平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,,武昌,31998元/平米,8号线,265米,290.0
3室2厅1卫,97平米,南,底层,简装修,2006年,有,个人产权,个人产权,平层,板楼,江夏,11546元/平米,无,无,112.0
3室2厅1卫,97平米,南北,高层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东西湖,5876元/平米,无,无,57.0
3室2厅2卫,106.28平米,南,中层,简装修,2021年,有,个人产权,个人产权,平层,板楼,东湖高新区,12985元/平米,无,无,138.0
3室2厅1卫,97.08平米,南,中层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东西湖,7417元/平米,无,无,72.0
3室2厅1卫,97.18平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,,武昌,39103元/平米,4号线,443米,380.0
2室2厅1卫,88.85平米,南,中层,精装修,2016年,有,商品房,普通住宅,平层,板楼,东湖高新区,9229元/平米,无,无,82.0
3室2厅1卫,85.13平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,9985元/平米,7号线,725米,85.0
3室2厅2卫,127平米,东南,低层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,青山,14173元/平米,4号线,561米,180.0
3室2厅2卫,135.57平米,南北,高层,精装修,2012年,有,商品房,普通住宅,平层,板楼,洪山,21244元/平米,2号线,403米,288.0
3室1厅1卫,117平米,南,中层,毛坯,,有,个人产权,个人产权,平层,板楼,洪山,14530元/平米,7号线,699米,170.0
3室2厅2卫,104平米,南,中层,毛坯,,有,个人产权,个人产权,平层,板楼,东湖高新区,23077元/平米,11号线,277米,240.0
4室2厅2卫,140平米,东南,中层,毛坯,2025年,有,个人产权,个人产权,平层,板楼,洪山,10714元/平米,无,无,150.0
3室1厅1卫,117平米,南,中层,毛坯,,有,个人产权,个人产权,平层,板楼,洪山,14530元/平米,7号线,699米,170.0
3室2厅2卫,102平米,南北,中层,简装修,2008年,有,个人产权,个人产权,平层,板楼,洪山,13529元/平米,5号线,320米,138.0
3室1厅1卫,96.24平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,13300元/平米,6号线,400米,128.0
3室2厅2卫,108平米,南北,中层,简装修,2025年,有,商品房,普通住宅,平层,板楼,青山,13333元/平米,4号线,561米,144.0
3室2厅2卫,105平米,东南,低层,豪华装修,2023年,有,个人产权,个人产权,平层,板楼,青山,13810元/平米,4号线,561米,145.0
2室2厅1卫,83.71平米,南,高层,精装修,2016年,有,商品房,普通住宅,平层,板楼,东湖高新区,12543元/平米,2号线,855米,105.0
3室2厅2卫,127平米,东南,低层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,青山,14173元/平米,4号线,561米,180.0
3室2厅2卫,124平米,南,中层,毛坯,,有,个人产权,个人产权,平层,板楼,洪山,15887元/平米,无,无,197.0
3室2厅1卫,90.63平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,,武昌,31998元/平米,8号线,265米,290.0
4室2厅3卫,178平米,东南,中层,豪华装修,,有,个人产权,个人产权,平层,板楼,洪山,28090元/平米,2号线,289米,500.0
4室2厅2卫,140.13平米,南北,中层,毛坯,2022年,有,个人产权,个人产权,平层,板楼,洪山,13202元/平米,无,无,185.0
3室2厅1卫,97.08平米,南,中层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东西湖,7417元/平米,无,无,72.0
3室2厅2卫,135.57平米,南北,高层,精装修,2012年,有,商品房,普通住宅,平层,板楼,洪山,21244元/平米,2号线,403米,288.0
4室2厅2卫,135平米,东南,中层,毛坯,2025年,有,个人产权,个人产权,平层,板楼,青山,15556元/平米,5号线,383米,210.0
1室1厅1卫,27.55平米,南,中层,精装修,1998年,无,个人产权,个人产权,平层,板楼,江岸,30853元/平米,1号线,375米,85.0
2室2厅1卫,83.7平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,13381元/平米,无,无,112.0
3室2厅2卫,99平米,南北,低层,毛坯,2019年,有,个人产权,个人产权,,板楼,青山,15960元/平米,5号线,606米,158.0
4室2厅1卫,141平米,南北,高层,精装修,2015年,有,商品房,普通住宅,平层,板楼,洪山,21277元/平米,2号线,106米,300.0
2室2厅1卫,89.37平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,9511元/平米,6号线,638米,85.0
4室2厅1卫,139.52平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,7812元/平米,无,无,109.0
2室2厅1卫,97.99平米,南,中层,简装修,1998年,有,个人产权,个人产权,平层,板楼,江岸,15818元/平米,1号线,591米,155.0
3室2厅2卫,130平米,西南,中层,毛坯,2026年,有,个人产权,个人产权,平层,板楼,硚口,12308元/平米,1号线,452米,160.0
4室2厅2卫,160.88平米,南北,中层,精装修,2020年,有,个人产权,个人产权,平层,板楼,江汉,19020元/平米,6号线,498米,306.0
2室2厅1卫,88.85平米,南,中层,精装修,2016年,有,商品房,普通住宅,平层,板楼,东湖高新区,9229元/平米,无,无,82.0
3室1厅1卫,89.47平米,北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,10618元/平米,6号线,830米,95.0
3室2厅2卫,116.78平米,南北,中层,豪华装修,2019年,有,个人产权,个人产权,,板楼,江岸,12845元/平米,21号线,1032米,150.0
3室2厅1卫,108.58平米,东南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,14920元/平米,无,无,162.0
2室2厅1卫,79.01平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,15568元/平米,6号线,994米,123.0
3室2厅2卫,120平米,南,高层,精装修,,有,个人产权,个人产权,平层,板楼,洪山,27083元/平米,8号线,737米,325.0
